Office_Nam,District,District_old,cityblock,Address,Latitude,Longitude,print,Pricepre,Price,Avg_HousePrice,weibo_count,center_dis,center_FID,Subway_Dispre,Subway_Dis,busstation_Countpre,busstation_Count,bank_Countpre,bank_Count,shopping_Count,food_Countpre,food_Count,Residential_Count,firm_Count,education_Count,空间多样性,基础服务多样性,基础服务内容,企业服务多样性,企业服务内容,写字楼面积,写字楼电梯数量
尚科创业社区（海淀文化艺术大厦）,4,海淀,知春路,中关村大街28-1号,39.97980971,116.3028899,15,9.574468085,1500,"100,432.09",2007,0.030902317,0,13.71805985,566.32,18.23899371,29,93.65079365,59,139,67.76371308,"2,409",31,0,2,2,16,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 空气净化器 冰箱 卫生间配套 办公清洁 饮用水,0, ,44124,4
东昌创客中心（朝开商务园）,3,朝阳,酒仙桥,东八间房北岗子环里朝开商务园,39.97989932,116.5236105,14,8.510638298,1400,0,0,0.028124599,1,100,4100.04,0,0,0,0,0,0,0,0,0,0,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
P2·游乐园（e世界SPACE）,4,海淀,中关村,中关村大街11号,39.98021871,116.3093359,8,2.127659574,800,"102,256.84",1652,0.02492896,0,6.268266777,261.21,60.37735849,96,66.66666667,42,272,78.67791842,"2,797",159,9,1,6,21,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁,12,法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,150000,20
你的空间（天创科技大厦）,4,海淀,中关村,海淀区图书城东南侧彩和坊路8号,39.98054971,116.3026969,15,9.574468085,1500,"100,432.09",1756,0.030792328,0,12.0096202,496.35,20.12578616,32,92.06349206,58,216,63.06610408,"2,242",28,0,2,2,17,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁,0, ,67693.2,8
掘金微创业（大恒科技大厦）,4,海淀,苏州街,苏州街3号,39.98085413,116.2992618,13,7.446808511,1300,"97,737.85",1356,0.033895018,0,8.430857882,349.78,22.01257862,35,68.25396825,43,34,40.36568214,"1,435",44,0,1,3,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,50000,10
创业公社（中关村国际创客中心）,4,海淀,中关村,北京海淀区中关村大街15号,39.98086871,116.3054229,15,9.574468085,1500,"100,029.52",1950,0.028157225,0,12.70403243,524.79,51.57232704,82,93.65079365,59,248,78.28410689,"2,783",17,2,2,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,44000,2
创富港（绿创大厦）,4,海淀,苏州街,苏州街1号,39.98185013,116.2993598,13,7.446808511,1300,"97,957.93",1397,0.033482217,0,5.988695047,249.76,38.99371069,62,65.07936508,41,33,38.8466948,"1,381",49,0,2,5,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,5000,4
中关村安快创业谷,4,海淀,中关村,中关村大街18号,39.98196771,116.3114289,18,12.76595745,1800,"102,177.49",1366,0.022259854,0,2.921219372,124.13,70.44025157,112,38.0952381,24,235,57.86216596,"2,057",247,13,3,4,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,200000,9
3W Coffice（中关村创业大街）,4,海淀,中关村,北京市海淀区海淀西大街39号,39.98199013,116.3010508,17,11.70212766,1700,"100,613.61",1354,0.031832834,0,6.777111743,282.05,38.99371069,62,82.53968254,52,40,47.39803094,"1,685",31,0,2,1,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
华灿工场（海龙大厦）,4,海淀,中关村,中关村大街中关村地铁口往南100米,39.98211271,116.3094229,11,5.319148936,1100,"101,032.47",1597,0.023998907,0,2.512483061,107.39,69.18238994,110,58.73015873,37,249,65.76652602,"2,338",163,12,13,7,15,办公家具 复印打印 办公宽带 WIFI 会议室 多功能厅 茶水间 休闲区 中央空调 自动售卖机 微波炉 冰箱 办公清洁 茶点 饮用水,9,法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 宣传设计 政策申请 政策顾问,73000,9
优客工场（海龙大厦）,4,海淀,中关村,中关村大街中关村地铁口往南100米,39.98221071,116.3093489,18,12.76595745,1800,"101,032.47",1654,0.024025293,0,2.575966598,109.99,69.18238994,110,61.9047619,39,244,65.99156118,"2,346",157,10,14,2,6,前台接见 办公宽带 WIFI 咖啡厅 健身设施 中央空调,3,法律咨询 财税代理 人事代理,73000,9
氪空间（中关村创业大街）,4,海淀,中关村,北京市海淀区海淀西大街39号,39.98232713,116.3005598,24,19.14893617,2400,"98,527.07",1438,0.032193711,0,5.456898341,227.98,35.8490566,57,71.42857143,45,36,40.50632911,"1,440",41,0,2,15,16,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 微波炉 冰箱 办公清洁,7,投融资服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
创业邦（中关村创业大街）,4,海淀,中关村,北京市海淀区海淀西大街39号,39.98239913,116.3006608,17,11.70212766,1700,"100,096.97",1438,0.032075548,0,5.42442407,226.65,35.8490566,57,71.42857143,45,37,40.42194093,"1,437",39,0,2,1,15,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁,0, , ,0
车库咖啡（中关村创业大街）,4,海淀,中关村,北京市海淀区海淀西大街39号,39.98239913,116.3006608,15,9.574468085,1500,"100,096.97",1438,0.032075548,0,5.42442407,226.65,35.8490566,57,71.42857143,45,37,40.42194093,"1,437",39,0,2,16,20,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
太库 Techcode（鼎好电子大厦）,4,海淀,中关村,海淀大街3号,39.98256171,116.3077889,16,10.63829787,1600,"100,186.50",1683,0.025317632,0,6.139346364,255.93,68.55345912,109,76.19047619,48,240,63.26300985,"2,249",82,9,17,6,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,91218,5
京仪融创汇（酒仙桥·电子城研发中心）,3,朝阳,酒仙桥,东路9号院临近兆维大厦、798艺术区,39.98280257,116.4883454,6,0,600,"69,456.49",641,0.021040784,8,16.54503058,682.1,19.49685535,31,1.587301587,1,58,24.44444444,869,49,2,1,1,14,办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 空气净化器 卫生间配套 办公清洁 饮用水,11,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 政策申请 创业辅导 政策顾问,29300,4
你的空间（左岸工社）,4,海淀,中关村,海淀区北四环西路68号,39.98298713,116.2990968,15,9.574468085,1500,"97,169.16",1385,0.03340199,0,3.344605731,141.47,33.33333333,53,60.31746032,38,31,38.67791842,"1,375",51,0,2,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,70000,6
索易·商捷（ 融科资讯中心）,4,海淀,五道口,科学院南路2号,39.98330048,116.319869,60,57.44680851,6000,"104,110.30",451,0.014401151,0,21.09387018,868.4,39.62264151,63,22.22222222,14,23,16.06188467,571,132,8,9,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,95000,8
WeWork（望京）,3,朝阳,其他,广顺南大街16号院,39.9847525,116.4750955,25,20.21276596,2500,"72,960.99",713,0.010108814,8,2.731989598,116.38,32.70440252,52,17.46031746,11,29,19.15611814,681,33,1,2,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,36549.2,8
FUNWORK?北京?国际会议中心,3,朝阳,安慧桥,北四环中路8号,39.98757505,116.395516,25,20.21276596,2500,"68,566.48",382,0.056956288,5,20.95152055,862.57,16.35220126,26,19.04761905,12,37,12.9395218,460,16,4,2,4,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,60000,4
梦想加（五矿大厦）,3,朝阳,安慧桥,安慧里四区15号,39.98786259,116.4065336,22,17.0212766,2200,"75,018.55",990,0.052231918,4,10.855929,449.1,28.93081761,46,11.11111111,7,24,15.94936709,567,48,0,0,1,13,前台接见 办公家具 复印打印 传真 视频远程会议 茶水间 书吧 休闲区 中央空调 微波炉 卫生间配套 办公清洁 茶点,0, ,36000,2
优客工场（首华大厦）,3,朝阳,亚运村,朝阳区北四环东路115号院,39.98823959,116.4114446,15,9.574468085,1500,"77,384.90",926,0.050547899,4,4.511726142,189.27,51.57232704,82,7.936507937,5,124,23.12236287,822,82,0,0,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,16200,6
WeWork（望京国际商业中心）,3,朝阳,望京,望京街9号,39.98861828,116.4784052,28,23.40425532,2800,"71,447.57",663,0.015188188,8,13.50905251,557.76,40.88050314,65,19.04761905,12,217,17.89029536,636,19,1,2,11,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,181000,12
雷格斯（利星行广场）,3,朝阳,望京,望京街8号,39.99277428,116.4763252,50,46.80851064,5000,"74,132.61",302,0.017334307,8,19.16006397,789.2,13.20754717,21,12.6984127,8,219,18.03094233,641,18,1,0,4,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,5,财税代理 营销推荐 商务聚会 宣传设计 创业辅导,175204.22,4
Plug and Play硅谷孵化加速中心（中关村智造大街）,4,海淀,五道口,成府路45号,39.99398533,116.3282411,10,4.255319149,1000,"93,896.07",967,0.003476786,0,9.684901906,401.14,24.52830189,39,22.22222222,14,36,45.00703235,"1,600",49,6,38,5,23,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
你的空间（望京SOHO）,3,朝阳,望京,望京街10号,39.99549428,116.4753332,26,21.27659574,2600,"74,208.65",220,0.019361191,8,18.2026834,749.99,6.289308176,10,6.349206349,4,27,12.57383966,447,52,1,0,2,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁 饮用水,4,公司年检 法律咨询 财税代理 人事代理,364169,12
洪泰创新空间（鹏景阁大厦),3,朝阳,望京,湖光中街1号,39.99621437,116.4607935,16,10.63829787,1600,"74,922.49",551,0.019953731,8,2.598674171,110.92,87.42138365,139,11.11111111,7,35,28.46694796,"1,012",78,0,0,2,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,17000,0
IBC商务中心（天创世缘）,3,朝阳,亚运村,大屯路甲21号慧中里C区,39.99757662,116.3999499,11,5.319148936,1100,"70,032.13",662,0.063891521,4,9.709562818,402.15,80.50314465,128,15.87301587,10,34,26.4978903,942,239,0,0,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,172421,3
纳什空间（SPACE.悠乐汇）,3,朝阳,望京,广顺南大街与朝顺北路交叉处,39.998067,116.4772,20,14.89361702,2000,"96,672.37",1335,0.034793745,0,2.894849288,123.05,36.47798742,58,23.80952381,15,43,35.02109705,"1,245",94,0,10,11,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,218000,6
小样青年社区（清华同方科技广场）,4,海淀,五道口,王庄路1号,39.99819987,116.3331682,18,12.76595745,1800,"88,103.10",354,0.006334158,0,2.711479533,115.54,15.72327044,25,7.936507937,5,10,11.1673699,397,64,5,37,5,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,110204,12
海瑞格国际商务中心（绿地中心）,3,朝阳,望京,大望京3号,39.99865714,116.4825393,20,14.89361702,2000,"75,657.32",237,0.025618277,8,6.134218847,255.72,0,0,0,0,5,1.856540084,66,27,0,0,6,6,办公家具 办公宽带 会议室 茶水间 休闲区 办公清洁,0, ,510000,8
纳什空间（SPACE·鸟巢）,3,朝阳,亚运村,北辰西路8号院2号,39.99912531,116.3816551,20,14.89361702,2000,"72,661.83",153,0.050921518,0,9.544505622,395.39,25.1572327,40,14.28571429,9,13,5.963431786,212,16,2,0,5,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 书吧 休闲区 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,4,公司年检 法律咨询 财税代理 人事代理,99905,30
丰收物业（冠军城）,3,朝阳,南沙滩,66号,39.99993067,116.3654871,6,0,600,"84,850.18",401,0.035143342,0,6.444067341,268.41,44.65408805,71,14.28571429,9,28,10.66104079,379,46,7,0,1,12,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 中央空调 微波炉 冰箱 卫生间配套 办公清洁,0, , ,0
纳什空间（SPACE·博泰国际）,3,朝阳,望京,朝阳区南湖北街122号,40.00066692,116.4603323,15,9.574468085,1500,"75,922.89",497,0.024302957,8,11.21656432,463.87,87.42138365,139,17.46031746,11,27,22.9254571,815,81,0,0,5,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,30000,3
无界空间（博泰店）,3,朝阳,望京,望京西园221号,40.00086478,116.4667007,17,11.70212766,1700,"76,342.72",506,0.023306826,8,11.10278229,459.21,53.4591195,85,15.87301587,10,38,20.19690577,718,121,3,0,4,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 书吧 休闲区 中央空调 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,24000,4
IBC商务中心（星源国际）,3,朝阳,望京,北京市朝阳区广顺北大街222号,40.00113792,116.4621173,8,2.127659574,800,"76,411.81",460,0.024259998,8,9.692959432,401.47,78.6163522,125,15.87301587,10,25,22.02531646,783,56,1,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,13000,2
梦想加（望京彩虹桥）,3,朝阳,望京,广顺北大街36号,40.00241992,116.4621653,22,17.0212766,2200,"75,778.56",407,0.025495179,8,12.60709795,520.82,76.72955975,122,22.22222222,14,27,18.73417722,666,53,1,0,9,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
C+7号创客空间（新奥下沉花园）,3,朝阳,奥运村,北中轴景观大道1号,40.00284599,116.3875892,8,2.127659574,800,"71,341.17",88,0.057379987,0,7.485929851,311.08,13.83647799,22,0,0,13,3.122362869,111,1,4,0,10,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,2
侠客岛（望京岛）,3,朝阳,望京,望京东路1号,40.00541308,116.4785233,18,12.76595745,1800,"74,551.98",79,0.029758962,8,12.99508003,536.71,4.402515723,7,1.587301587,1,1,2.278481013,81,22,0,0,8,21,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
国际人才创新创业港（中护航大厦）,3,朝阳,望京,利泽东路5号,40.00627314,116.4856103,25,20.21276596,2500,"81,548.13",15,0.033677008,8,18.01931365,742.48,1.257861635,2,0,0,0,0.675105485,24,4,0,0,6,24,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
优客工场（圣熙八号）,4,海淀,学院路,海淀区学清路甲8号,40.00757688,116.3471439,15,9.574468085,1500,"81,144.60",571,0.022160241,0,19.273846,793.86,14.46540881,23,6.349206349,4,68,19.46554149,692,65,10,11,12,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,5000,0
星空时间望京科技园店,3,朝阳,望京,利泽中二路利泽中园108,40.01071676,116.4678858,21,15.95744681,2100,"78,226.30",384,0.033124843,8,16.74182955,690.16,35.22012579,56,4.761904762,3,16,9.451476793,336,35,0,0,2,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 免费咖啡 饮用水,0, ,20000,2
